round,date,hour,home_team,away_team,gols_mandante,gols_visitante
2,03/11/2005,20:30,Palmeiras/SP,Flamengo/RJ,0.0,1.0
2,05/11/2005,16:00,São Paulo/SP,Juventude/RS,3.0,1.0
2,05/11/2005,18:10,Fortaleza/CE,Cruzeiro/MG,3.0,1.0
2,06/11/2005,16:00,Internacional/RS,Ponte Preta/SP,2.0,1.0
2,06/11/2005,16:00,Paraná/PR,Paysandu/PA,2.0,0.0
2,06/11/2005,16:00,São Caetano/SP,Vasco/RJ,1.0,2.0
2,06/11/2005,16:00,Flamengo/RJ,Botafogo/RJ,3.0,1.0
2,06/11/2005,16:00,Corinthians/SP,Santos/SP,7.0,1.0
2,06/11/2005,18:10,Fluminense/RJ,Figueirense/SC,2.0,0.0
2,06/11/2005,18:10,Brasiliense/DF,Coritiba/PR,1.0,1.0
2,06/11/2005,18:10,Atlético/PR,Palmeiras/SP,4.0,0.0
2,06/11/2005,18:10,Atlético/MG,Goiás/GO,1.0,2.0
2,12/11/2005,18:10,Figueirense/SC,Fortaleza/CE,1.0,0.0
2,12/11/2005,18:10,Botafogo/RJ,Paraná/PR,2.0,0.0
2,12/11/2005,18:10,Palmeiras/SP,São Paulo/SP,2.0,1.0
2,12/11/2005,18:10,Paysandu/PA,Atlético/MG,0.0,2.0
2,13/11/2005,16:00,Goiás/GO,Atlético/PR,4.0,2.0
2,13/11/2005,16:00,Ponte Preta/SP,Flamengo/RJ,2.0,2.0
2,13/11/2005,16:00,Coritiba/PR,Corinthians/SP,0.0,1.0
2,13/11/2005,18:10,Santos/SP,Internacional/RS,0.0,4.0
2,13/11/2005,18:10,Juventude/RS,São Caetano/SP,3.0,1.0
2,13/11/2005,18:10,Vasco/RJ,Fluminense/RJ,2.0,0.0
2,13/11/2005,18:10,Cruzeiro/MG,Brasiliense/DF,1.0,0.0
2,16/11/2005,19:30,Flamengo/RJ,Fortaleza/CE,3.0,0.0
2,16/11/2005,19:30,Palmeiras/SP,Juventude/RS,3.0,2.0
2,16/11/2005,20:30,Internacional/RS,Brasiliense/DF,1.0,0.0
2,16/11/2005,20:30,Goiás/GO,São Paulo/SP,3.0,0.0
2,16/11/2005,21:45,Figueirense/SC,Vasco/RJ,5.0,1.0
2,16/11/2005,21:45,São Caetano/SP,Corinthians/SP,1.0,0.0
2,16/11/2005,21:45,Santos/SP,Paraná/PR,0.0,0.0
2,17/11/2005,20:30,Coritiba/PR,Ponte Preta/SP,2.0,1.0
2,17/11/2005,20:30,Fluminense/RJ,Atlético/MG,0.0,2.0
2,17/11/2005,20:30,Cruzeiro/MG,Atlético/PR,1.0,2.0
2,17/11/2005,21:30,Paysandu/PA,Botafogo/RJ,2.0,0.0
2,19/11/2005,16:00,São Paulo/SP,Figueirense/SC,4.0,2.0
2,19/11/2005,16:00,Juventude/RS,Goiás/GO,2.0,1.0
2,19/11/2005,18:10,Brasiliense/DF,Santos/SP,1.0,0.0
2,20/11/2005,16:00,Paraná/PR,Flamengo/RJ,0.0,1.0
2,20/11/2005,18:10,Ponte Preta/SP,Palmeiras/SP,2.0,6.0
2,20/11/2005,18:10,Fortaleza/CE,Fluminense/RJ,5.0,1.0
2,20/11/2005,16:00,Vasco/RJ,Paysandu/PA,4.0,0.0
2,20/11/2005,16:00,Atlético/PR,São Caetano/SP,2.0,2.0
2,20/11/2005,18:10,Botafogo/RJ,Cruzeiro/MG,2.0,1.0
2,20/11/2005,16:00,Atlético/MG,Coritiba/PR,1.0,0.0
2,20/11/2005,16:00,Corinthians/SP,Internacional/RS,1.0,1.0
2,27/11/2005,16:00,Santos/SP,Botafogo/RJ,2.0,1.0
2,27/11/2005,16:00,Internacional/RS,Palmeiras/SP,2.0,1.0
2,27/11/2005,16:00,Paraná/PR,Cruzeiro/MG,2.0,0.0
2,27/11/2005,16:00,São Caetano/SP,Coritiba/PR,1.0,1.0
2,27/11/2005,16:00,Fortaleza/CE,São Paulo/SP,1.0,0.0
2,27/11/2005,16:00,Flamengo/RJ,Goiás/GO,0.0,0.0
2,27/11/2005,16:00,Atlético/PR,Paysandu/PA,3.0,2.0
2,27/11/2005,16:00,Fluminense/RJ,Juventude/RS,1.0,2.0
2,27/11/2005,16:00,Atlético/MG,Vasco/RJ,0.0,0.0
2,27/11/2005,16:00,Corinthians/SP,Ponte Preta/SP,3.0,1.0
2,27/11/2005,16:00,Brasiliense/DF,Figueirense/SC,0.0,2.0
2,04/12/2005,16:00,São Paulo/SP,Atlético/PR,3.0,1.0
2,04/12/2005,16:00,Juventude/RS,Atlético/MG,1.0,3.0
2,04/12/2005,16:00,Figueirense/SC,Santos/SP,3.0,1.0
2,04/12/2005,16:00,Ponte Preta/SP,Brasiliense/DF,3.0,1.0
2,04/12/2005,16:00,Paysandu/PA,Flamengo/RJ,1.0,4.0
2,04/12/2005,16:00,Vasco/RJ,Paraná/PR,3.0,1.0
2,04/12/2005,16:00,Coritiba/PR,Internacional/RS,1.0,0.0
2,04/12/2005,16:00,Botafogo/RJ,Fortaleza/CE,2.0,0.0
2,04/12/2005,16:00,Cruzeiro/MG,São Caetano/SP,1.0,3.0
2,04/12/2005,16:00,Palmeiras/SP,Fluminense/RJ,3.0,2.0
2,04/12/2005,16:00,Goiás/GO,Corinthians/SP,3.0,2.0
1,15/04/2006,18:10,Juventude/RS,Paraná/PR,1.0,0.0
1,16/04/2006,18:10,Santa Cruz/PE,Figueirense/SC,0.0,0.0
1,15/04/2006,18:10,Vasco/RJ,Internacional/RS,1.0,1.0
1,16/04/2006,18:10,Palmeiras/SP,Ponte Preta/SP,2.0,3.0
1,16/04/2006,16:00,Grêmio/RS,Corinthians/SP,2.0,0.0
1,16/04/2006,16:00,São Paulo/SP,Flamengo/RJ,1.0,0.0
1,16/04/2006,16:00,São Caetano/SP,Cruzeiro/MG,2.0,1.0
1,16/04/2006,16:00,Botafogo/RJ,Fortaleza/CE,1.0,0.0
1,16/04/2006,18:10,Goiás/GO,Santos/SP,0.0,0.0
1,16/04/2006,18:10,Atlético/PR,Fluminense/RJ,1.0,2.0
1,22/04/2006,16:00,Corinthians/SP,São Caetano/SP,3.0,0.0
1,22/04/2006,18:10,Fluminense/RJ,Goiás/GO,1.0,0.0
1,22/04/2006,18:10,Figueirense/SC,Palmeiras/SP,6.0,1.0
1,23/04/2006,16:00,Internacional/RS,Santa Cruz/PE,1.0,0.0
1,23/04/2006,16:00,Santos/SP,Atlético/PR,2.0,0.0
1,23/04/2006,16:00,Ponte Preta/SP,Vasco/RJ,1.0,2.0
1,23/04/2006,16:00,Flamengo/RJ,Juventude/RS,3.0,1.0
1,23/04/2006,18:10,Paraná/PR,Botafogo/RJ,0.0,0.0
1,23/04/2006,18:10,Fortaleza/CE,São Paulo/SP,1.0,0.0
1,23/04/2006,18:10,Cruzeiro/MG,Grêmio/RS,3.0,1.0
1,29/04/2006,16:00,Fortaleza/CE,São Caetano/SP,2.0,1.0
1,29/04/2006,18:10,Botafogo/RJ,Atlético/PR,0.0,4.0
1,29/04/2006,18:10,São Paulo/SP,Santa Cruz/PE,4.0,0.0
1,30/04/2006,16:00,Internacional/RS,Flamengo/RJ,1.0,0.0
1,30/04/2006,16:00,Ponte Preta/SP,Corinthians/SP,3.0,2.0
1,30/04/2006,16:00,Paraná/PR,Grêmio/RS,5.0,2.0
1,30/04/2006,16:00,Palmeiras/SP,Santos/SP,1.0,2.0
1,30/04/2006,18:10,Vasco/RJ,Fluminense/RJ,1.0,1.0
1,30/04/2006,18:10,Juventude/RS,Goiás/GO,1.0,1.0
1,30/04/2006,18:10,Figueirense/SC,Cruzeiro/MG,0.0,2.0
1,06/05/2006,16:00,Santa Cruz/PE,Ponte Preta/SP,1.0,1.0
1,06/05/2006,18:10,Fluminense/RJ,Paraná/PR,2.0,1.0
1,06/05/2006,18:10,Santos/SP,Fortaleza/CE,2.0,0.0
1,07/05/2006,16:00,São Caetano/SP,Palmeiras/SP,2.0,0.0
1,07/05/2006,16:00,Atlético/PR,Internacional/RS,1.0,2.0
1,07/05/2006,16:00,Corinthians/SP,São Paulo/SP,1.0,3.0
1,07/05/2006,16:00,Grêmio/RS,Vasco/RJ,1.0,2.0
1,07/05/2006,18:10,Goiás/GO,Figueirense/SC,2.0,1.0
1,07/05/2006,18:10,Flamengo/RJ,Botafogo/RJ,1.0,0.0
1,07/05/2006,18:10,Cruzeiro/MG,Juventude/RS,2.0,0.0
1,14/05/2006,16:00,Santa Cruz/PE,Atlético/PR,1.0,2.0
1,13/05/2006,18:10,São Caetano/SP,Juventude/RS,0.0,2.0
1,13/05/2006,18:10,Botafogo/RJ,Grêmio/RS,2.0,2.0
1,13/05/2006,18:10,Santos/SP,Ponte Preta/SP,3.0,1.0
1,14/05/2006,16:00,Internacional/RS,São Paulo/SP,3.0,1.0
1,14/05/2006,16:00,Figueirense/SC,Fluminense/RJ,1.0,0.0
1,14/05/2006,16:00,Palmeiras/SP,Cruzeiro/MG,1.0,1.0
1,14/05/2006,18:10,Flamengo/RJ,Fortaleza/CE,0.0,0.0
1,14/05/2006,18:10,Paraná/PR,Corinthians/SP,1.0,2.0
1,14/05/2006,18:10,Goiás/GO,Vasco/RJ,2.0,0.0
1,20/05/2006,16:00,Atlético/PR,Goiás/GO,2.0,3.0
1,20/05/2006,16:00,Fortaleza/CE,Paraná/PR,1.0,1.0
1,20/05/2006,18:10,Internacional/RS,Figueirense/SC,2.0,4.0
1,20/05/2006,18:10,São Paulo/SP,São Caetano/SP,1.0,0.0
1,21/05/2006,16:00,Vasco/RJ,Corinthians/SP,2.0,4.0
1,21/05/2006,16:00,Cruzeiro/MG,Flamengo/RJ,2.0,1.0
1,21/05/2006,16:00,Palmeiras/SP,Santa Cruz/PE,2.0,1.0
1,21/05/2006,18:10,Ponte Preta/SP,Grêmio/RS,1.0,1.0
1,21/05/2006,18:10,Fluminense/RJ,Santos/SP,1.0,0.0
1,21/05/2006,18:10,Juventude/RS,Botafogo/RJ,1.0,0.0
1,24/05/2006,19:30,Juventude/RS,Santa Cruz/PE,4.0,1.0
1,24/05/2006,19:30,Paraná/PR,Figueirense/SC,0.0,0.0
1,24/05/2006,19:30,Cruzeiro/MG,Ponte Preta/SP,5.0,1.0
1,24/05/2006,20:30,São Paulo/SP,Palmeiras/SP,4.0,1.0
1,24/05/2006,21:45,São Caetano/SP,Atlético/PR,2.0,1.0
1,24/05/2006,21:45,Flamengo/RJ,Santos/SP,2.0,2.0
1,24/05/2006,21:45,Fortaleza/CE,Fluminense/RJ,2.0,5.0
1,25/05/2006,20:30,Botafogo/RJ,Vasco/RJ,4.0,1.0
1,25/05/2006,20:30,Grêmio/RS,Goiás/GO,2.0,0.0
1,25/05/2006,20:30,Corinthians/SP,Internacional/RS,0.0,1.0
1,27/05/2006,18:10,Figueirense/SC,Fortaleza/CE,0.0,0.0
1,27/05/2006,18:10,Ponte Preta/SP,Paraná/PR,2.0,5.0
1,27/05/2006,18:10,Atlético/PR,Juventude/RS,1.0,0.0
1,28/05/2006,16:00,Internacional/RS,Cruzeiro/MG,1.0,1.0
1,28/05/2006,16:00,Santos/SP,Corinthians/SP,2.0,0.0
1,28/05/2006,16:00,Santa Cruz/PE,Botafogo/RJ,1.0,1.0
1,28/05/2006,18:10,Goiás/GO,São Caetano/SP,2.0,1.0
1,28/05/2006,16:00,Fluminense/RJ,Flamengo/RJ,1.0,0.0
1,28/05/2006,18:10,Vasco/RJ,São Paulo/SP,1.0,1.0
1,28/05/2006,18:10,Palmeiras/SP,Grêmio/RS,0.0,1.0
1,31/05/2006,19:30,Juventude/RS,Ponte Preta/SP,0.0,1.0
1,31/05/2006,19:30,Cruzeiro/MG,Atlético/PR,1.0,1.0
1,31/05/2006,19:30,Fortaleza/CE,Vasco/RJ,1.0,1.0
1,31/05/2006,20:30,São Caetano/SP,Internacional/RS,1.0,1.0
1,31/05/2006,21:45,Flamengo/RJ,Palmeiras/SP,2.0,1.0
1,31/05/2006,21:45,Grêmio/RS,Santos/SP,1.0,0.0
1,31/05/2006,21:45,São Paulo/SP,Fluminense/RJ,1.0,0.0
1,01/06/2006,20:30,Paraná/PR,Santa Cruz/PE,3.0,0.0
1,01/06/2006,20:30,Botafogo/RJ,Figueirense/SC,2.0,3.0
1,01/06/2006,20:30,Corinthians/SP,Goiás/GO,0.0,1.0
1,03/06/2006,16:00,Fluminense/RJ,Internacional/RS,2.0,3.0
1,03/06/2006,16:00,Fortaleza/CE,Cruzeiro/MG,0.0,2.0
1,03/06/2006,18:10,Grêmio/RS,São Caetano/SP,1.0,1.0
1,04/06/2006,16:00,Atlético/PR,Palmeiras/SP,2.0,0.0
1,04/06/2006,16:00,Vasco/RJ,Santa Cruz/PE,2.0,1.0
1,04/06/2006,16:00,Corinthians/SP,Flamengo/RJ,0.0,2.0
1,04/06/2006,16:00,Ponte Preta/SP,Figueirense/SC,3.0,0.0
1,04/06/2006,18:10,Goiás/GO,Paraná/PR,1.0,2.0
1,04/06/2006,18:10,Juventude/RS,São Paulo/SP,1.0,1.0
1,04/06/2006,18:10,Santos/SP,Botafogo/RJ,0.0,0.0
1,12/07/2006,19:30,Internacional/RS,Ponte Preta/SP,2.0,0.0
1,12/07/2006,19:30,Atlético/PR,Fortaleza/CE,0.0,0.0
1,12/07/2006,19:30,Fluminense/RJ,Juventude/RS,3.0,2.0
1,12/07/2006,20:30,São Paulo/SP,Grêmio/RS,2.0,1.0
1,12/07/2006,21:45,Figueirense/SC,Santos/SP,2.0,1.0
1,12/07/2006,21:45,São Caetano/SP,Botafogo/RJ,1.0,1.0
1,12/07/2006,21:45,Cruzeiro/MG,Corinthians/SP,2.0,0.0
1,13/07/2006,20:30,Santa Cruz/PE,Goiás/GO,2.0,1.0
1,13/07/2006,20:30,Flamengo/RJ,Paraná/PR,1.0,4.0
1,13/07/2006,20:30,Palmeiras/SP,Vasco/RJ,4.0,2.0
1,15/07/2006,16:00,Botafogo/RJ,Ponte Preta/SP,4.0,1.0
1,15/07/2006,18:10,São Paulo/SP,Figueirense/SC,2.0,1.0
1,16/07/2006,16:00,Grêmio/RS,Fluminense/RJ,4.0,4.0
1,16/07/2006,16:00,São Caetano/SP,Santos/SP,2.0,0.0
1,16/07/2006,16:00,Cruzeiro/MG,Goiás/GO,0.0,0.0
1,16/07/2006,16:00,Palmeiras/SP,Corinthians/SP,1.0,0.0
1,16/07/2006,18:10,Flamengo/RJ,Vasco/RJ,0.0,1.0
1,16/07/2006,18:10,Juventude/RS,Internacional/RS,2.0,0.0
1,16/07/2006,18:10,Paraná/PR,Atlético/PR,2.0,1.0
1,16/07/2006,18:10,Fortaleza/CE,Santa Cruz/PE,1.0,4.0
1,22/07/2006,16:00,Figueirense/SC,Grêmio/RS,2.0,0.0
1,22/07/2006,16:00,Paraná/PR,Cruzeiro/MG,1.0,0.0
1,22/07/2006,18:10,Corinthians/SP,Fortaleza/CE,2.0,2.0
1,22/07/2006,18:10,Fluminense/RJ,São Caetano/SP,2.0,2.0
1,23/07/2006,16:00,Ponte Preta/SP,São Paulo/SP,1.0,3.0
1,23/07/2006,16:00,Vasco/RJ,Atlético/PR,2.0,1.0
1,23/07/2006,16:00,Santa Cruz/PE,Flamengo/RJ,3.0,0.0
1,23/07/2006,18:10,Santos/SP,Juventude/RS,3.0,2.0
1,23/07/2006,18:10,Internacional/RS,Botafogo/RJ,0.0,0.0
1,23/07/2006,18:10,Goiás/GO,Palmeiras/SP,1.0,3.0
1,29/07/2006,16:00,Juventude/RS,Figueirense/SC,1.0,0.0
1,29/07/2006,18:10,São Caetano/SP,Ponte Preta/SP,1.0,1.0
1,29/07/2006,18:10,Palmeiras/SP,Paraná/PR,4.0,2.0
1,30/07/2006,16:00,Atlético/PR,Flamengo/RJ,1.0,0.0
1,30/07/2006,16:00,Vasco/RJ,Cruzeiro/MG,1.0,0.0
1,30/07/2006,16:00,Santa Cruz/PE,Corinthians/SP,1.0,0.0
1,30/07/2006,16:00,São Paulo/SP,Santos/SP,0.0,4.0
1,30/07/2006,18:10,Fluminense/RJ,Botafogo/RJ,1.0,1.0
1,30/07/2006,18:10,Internacional/RS,Grêmio/RS,0.0,0.0
1,30/07/2006,18:10,Goiás/GO,Fortaleza/CE,1.0,1.0
1,05/08/2006,16:00,Grêmio/RS,Juventude/RS,1.0,0.0
1,05/08/2006,16:00,Figueirense/SC,São Caetano/SP,1.0,1.0
1,05/08/2006,18:10,Flamengo/RJ,Goiás/GO,1.0,0.0
1,05/08/2006,18:10,Corinthians/SP,Atlético/PR,2.0,1.0
1,06/08/2006,16:00,Botafogo/RJ,São Paulo/SP,1.0,1.0
1,06/08/2006,16:00,Santos/SP,Internacional/RS,2.0,1.0
1,06/08/2006,16:00,Paraná/PR,Vasco/RJ,2.0,1.0
1,06/08/2006,18:10,Ponte Preta/SP,Fluminense/RJ,3.0,0.0
1,06/08/2006,18:10,Cruzeiro/MG,Santa Cruz/PE,3.0,3.0
1,06/08/2006,18:10,Fortaleza/CE,Palmeiras/SP,0.0,0.0
1,12/08/2006,16:00,Juventude/RS,Vasco/RJ,0.0,0.0
1,12/08/2006,16:00,São Caetano/SP,Santa Cruz/PE,2.0,0.0
1,12/08/2006,18:10,Flamengo/RJ,Ponte Preta/SP,0.0,0.0
1,12/08/2006,18:10,Corinthians/SP,Figueirense/SC,1.0,3.0
1,13/08/2006,16:00,Botafogo/RJ,Palmeiras/SP,1.0,3.0
1,13/08/2006,16:00,Grêmio/RS,Atlético/PR,2.0,0.0
1,13/08/2006,16:00,Cruzeiro/MG,Fluminense/RJ,2.0,3.0
1,13/08/2006,18:10,Fortaleza/CE,Internacional/RS,1.0,2.0
1,13/08/2006,18:10,São Paulo/SP,Goiás/GO,2.0,1.0
1,13/08/2006,18:10,Paraná/PR,Santos/SP,1.0,1.0
1,16/08/2006,19:30,Ponte Preta/SP,Fortaleza/CE,1.0,3.0
1,16/08/2006,19:30,Vasco/RJ,São Caetano/SP,1.0,2.0
1,16/08/2006,19:30,Santa Cruz/PE,Grêmio/RS,2.0,4.0
1,16/08/2006,20:30,Goiás/GO,Botafogo/RJ,2.0,2.0
1,16/08/2006,22:00,Figueirense/SC,Flamengo/RJ,1.0,1.0
1,17/08/2006,20:30,Santos/SP,Cruzeiro/MG,2.0,0.0
1,16/08/2006,22:00,Fluminense/RJ,Corinthians/SP,1.0,2.0
1,30/09/2006,16:00,Internacional/RS,Paraná/PR,3.0,2.0
1,30/09/2006,20:30,Atlético/PR,São Paulo/SP,0.0,0.0
1,17/08/2006,20:30,Palmeiras/SP,Juventude/RS,1.0,1.0
1,19/08/2006,16:00,Ponte Preta/SP,Goiás/GO,3.0,2.0
1,19/08/2006,18:10,Flamengo/RJ,Grêmio/RS,1.0,0.0
1,20/08/2006,16:00,Fluminense/RJ,Santa Cruz/PE,1.0,1.0
1,20/08/2006,16:00,Santos/SP,Vasco/RJ,0.0,2.0
1,20/08/2006,16:00,Cruzeiro/MG,São Paulo/SP,2.0,2.0
1,20/08/2006,16:00,Fortaleza/CE,Juventude/RS,4.0,1.0
1,20/08/2006,18:10,Figueirense/SC,Atlético/PR,3.0,3.0
1,20/08/2006,18:10,Paraná/PR,São Caetano/SP,1.0,0.0
1,20/08/2006,18:10,Internacional/RS,Palmeiras/SP,1.0,1.0
1,20/08/2006,18:10,Corinthians/SP,Botafogo/RJ,1.0,0.0
1,24/08/2006,19:30,Grêmio/RS,Fortaleza/CE,4.0,1.0
1,23/08/2006,19:30,Goiás/GO,Internacional/RS,2.0,2.0
1,23/08/2006,19:30,Palmeiras/SP,Fluminense/RJ,3.0,0.0
1,23/08/2006,20:30,Botafogo/RJ,Cruzeiro/MG,1.0,0.0
1,23/08/2006,22:00,Santa Cruz/PE,Santos/SP,1.0,1.0
1,23/08/2006,22:00,Juventude/RS,Corinthians/SP,0.0,0.0
1,23/08/2006,22:00,São Caetano/SP,Flamengo/RJ,2.0,2.0
1,24/08/2006,20:30,São Paulo/SP,Paraná/PR,3.0,2.0
1,23/08/2006,19:30,Atlético/PR,Ponte Preta/SP,3.0,0.0
1,24/08/2006,20:30,Vasco/RJ,Figueirense/SC,3.0,1.0
2,26/08/2006,16:00,Fluminense/RJ,Atlético/PR,1.0,2.0
2,26/08/2006,18:10,Santos/SP,Goiás/GO,2.0,1.0
2,26/08/2006,18:10,Cruzeiro/MG,São Caetano/SP,3.0,0.0
2,27/08/2006,16:00,Internacional/RS,Vasco/RJ,1.0,2.0
2,27/08/2006,16:00,Flamengo/RJ,São Paulo/SP,1.0,1.0
2,27/08/2006,16:00,Corinthians/SP,Grêmio/RS,0.0,2.0
2,27/08/2006,16:00,Paraná/PR,Juventude/RS,0.0,1.0
2,27/08/2006,18:10,Figueirense/SC,Santa Cruz/PE,2.0,0.0
2,27/08/2006,18:10,Ponte Preta/SP,Palmeiras/SP,1.0,1.0
2,27/08/2006,18:10,Fortaleza/CE,Botafogo/RJ,2.0,3.0
2,31/08/2006,19:30,Botafogo/RJ,Paraná/PR,4.0,0.0
2,30/08/2006,19:30,Grêmio/RS,Cruzeiro/MG,2.0,1.0
2,30/08/2006,19:30,Santa Cruz/PE,Internacional/RS,0.0,2.0
2,30/08/2006,20:30,Palmeiras/SP,Figueirense/SC,1.0,1.0
2,30/08/2006,22:00,Juventude/RS,Flamengo/RJ,1.0,0.0
2,30/08/2006,22:00,São Caetano/SP,Corinthians/SP,0.0,1.0
2,30/08/2006,22:00,Atlético/PR,Santos/SP,2.0,1.0
2,31/08/2006,20:30,Vasco/RJ,Ponte Preta/SP,2.0,2.0
2,31/08/2006,20:30,São Paulo/SP,Fortaleza/CE,1.0,1.0
2,30/08/2006,19:30,Goiás/GO,Fluminense/RJ,3.0,1.0
2,02/09/2006,16:00,Cruzeiro/MG,Figueirense/SC,2.0,2.0
2,02/09/2006,18:10,Flamengo/RJ,Internacional/RS,1.0,2.0
2,03/09/2006,16:00,Grêmio/RS,Paraná/PR,2.0,1.0
2,03/09/2006,16:00,Santos/SP,Palmeiras/SP,5.0,1.0
2,03/09/2006,16:00,São Caetano/SP,Fortaleza/CE,0.0,0.0
2,03/09/2006,16:00,Atlético/PR,Botafogo/RJ,0.0,5.0
2,03/09/2006,16:00,Goiás/GO,Juventude/RS,2.0,0.0
2,03/09/2006,18:10,Fluminense/RJ,Vasco/RJ,1.0,1.0
2,03/09/2006,18:10,Santa Cruz/PE,São Paulo/SP,1.0,3.0
2,03/09/2006,18:10,Corinthians/SP,Ponte Preta/SP,1.0,0.0
2,09/09/2006,16:00,Ponte Preta/SP,Santa Cruz/PE,2.0,0.0
2,09/09/2006,18:10,Vasco/RJ,Grêmio/RS,1.0,1.0
2,09/09/2006,18:10,Palmeiras/SP,São Caetano/SP,3.0,1.0
2,10/09/2006,16:00,São Paulo/SP,Corinthians/SP,0.0,0.0
2,10/09/2006,16:00,Paraná/PR,Fluminense/RJ,1.0,0.0
2,10/09/2006,16:00,Juventude/RS,Cruzeiro/MG,2.0,0.0
2,10/09/2006,16:00,Figueirense/SC,Goiás/GO,2.0,2.0
2,10/09/2006,18:10,Botafogo/RJ,Flamengo/RJ,0.0,2.0
2,10/09/2006,18:10,Internacional/RS,Atlético/PR,2.0,0.0
2,10/09/2006,18:10,Fortaleza/CE,Santos/SP,1.0,1.0
2,16/09/2006,16:00,Atlético/PR,Santa Cruz/PE,2.0,1.0
2,16/09/2006,18:10,Vasco/RJ,Goiás/GO,0.0,0.0
2,16/09/2006,18:10,Corinthians/SP,Paraná/PR,1.0,0.0
2,17/09/2006,16:00,Grêmio/RS,Botafogo/RJ,4.0,0.0
2,17/09/2006,16:00,São Paulo/SP,Internacional/RS,2.0,0.0
2,17/09/2006,16:00,Cruzeiro/MG,Palmeiras/SP,1.0,0.0
2,17/09/2006,16:00,Juventude/RS,São Caetano/SP,1.0,0.0
2,17/09/2006,18:10,Fluminense/RJ,Figueirense/SC,2.0,0.0
2,17/09/2006,18:10,Ponte Preta/SP,Santos/SP,1.0,0.0
2,17/09/2006,18:10,Fortaleza/CE,Flamengo/RJ,3.0,4.0
2,20/09/2006,19:30,Botafogo/RJ,Juventude/RS,2.0,1.0
2,20/09/2006,19:30,Figueirense/SC,Internacional/RS,1.0,0.0
2,20/09/2006,19:30,Paraná/PR,Fortaleza/CE,2.0,0.0
2,20/09/2006,20:30,Goiás/GO,Atlético/PR,2.0,2.0
2,20/09/2006,22:00,Santos/SP,Fluminense/RJ,1.0,1.0
2,20/09/2006,22:00,São Caetano/SP,São Paulo/SP,0.0,1.0
2,20/09/2006,22:00,Corinthians/SP,Vasco/RJ,1.0,1.0
2,20/09/2006,16:00,Grêmio/RS,Ponte Preta/SP,4.0,0.0
2,21/09/2006,20:30,Flamengo/RJ,Cruzeiro/MG,1.0,0.0
2,21/09/2006,20:30,Santa Cruz/PE,Palmeiras/SP,3.0,2.0
2,23/09/2006,16:00,Fluminense/RJ,Fortaleza/CE,1.0,3.0
2,23/09/2006,16:00,Atlético/PR,São Caetano/SP,3.0,1.0
2,24/09/2006,16:00,Internacional/RS,Corinthians/SP,1.0,1.0
2,24/09/2006,16:00,Figueirense/SC,Paraná/PR,0.0,1.0
2,24/09/2006,16:00,Santos/SP,Flamengo/RJ,3.0,0.0
2,24/09/2006,16:00,Santa Cruz/PE,Juventude/RS,1.0,0.0
2,24/09/2006,16:00,Palmeiras/SP,São Paulo/SP,3.0,1.0
2,24/09/2006,18:10,Ponte Preta/SP,Cruzeiro/MG,0.0,1.0
2,24/09/2006,18:10,Vasco/RJ,Botafogo/RJ,0.0,0.0
2,24/09/2006,18:10,Goiás/GO,Grêmio/RS,4.0,0.0
2,04/10/2006,19:30,Juventude/RS,Atlético/PR,3.0,2.0
2,04/10/2006,19:30,Paraná/PR,Ponte Preta/SP,2.0,1.0
2,04/10/2006,19:30,Fortaleza/CE,Figueirense/SC,1.0,1.0
2,04/10/2006,20:30,Flamengo/RJ,Fluminense/RJ,4.0,1.0
2,04/10/2006,22:00,Grêmio/RS,Palmeiras/SP,2.0,1.0
2,04/10/2006,22:00,São Paulo/SP,Vasco/RJ,5.0,1.0
2,04/10/2006,22:00,São Caetano/SP,Goiás/GO,1.0,2.0
2,05/10/2006,20:30,Botafogo/RJ,Santa Cruz/PE,3.0,0.0
2,05/10/2006,20:30,Cruzeiro/MG,Internacional/RS,2.0,1.0
2,05/10/2006,20:30,Corinthians/SP,Santos/SP,0.0,3.0
2,07/10/2006,16:00,Ponte Preta/SP,Juventude/RS,3.0,1.0
2,07/10/2006,18:10,Vasco/RJ,Fortaleza/CE,2.0,0.0
2,07/10/2006,18:10,Fluminense/RJ,São Paulo/SP,1.0,2.0
2,08/10/2006,16:00,Atlético/PR,Cruzeiro/MG,1.0,1.0
2,08/10/2006,16:00,Palmeiras/SP,Flamengo/RJ,3.0,1.0
2,08/10/2006,16:00,Internacional/RS,São Caetano/SP,1.0,0.0
2,08/10/2006,16:00,Santa Cruz/PE,Paraná/PR,1.0,3.0
2,08/10/2006,18:10,Figueirense/SC,Botafogo/RJ,1.0,0.0
2,08/10/2006,18:10,Santos/SP,Grêmio/RS,1.0,0.0
2,08/10/2006,16:00,Goiás/GO,Corinthians/SP,3.0,1.0
2,14/10/2006,18:10,Botafogo/RJ,Santos/SP,4.0,3.0
2,14/10/2006,18:10,São Paulo/SP,Juventude/RS,5.0,0.0
2,14/10/2006,18:10,São Caetano/SP,Grêmio/RS,0.0,2.0
2,15/10/2006,16:00,Internacional/RS,Fluminense/RJ,2.0,0.0
2,15/10/2006,16:00,Paraná/PR,Goiás/GO,1.0,0.0
2,15/10/2006,16:00,Flamengo/RJ,Corinthians/SP,3.0,0.0
2,15/10/2006,16:00,Figueirense/SC,Ponte Preta/SP,2.0,1.0
