round,date,hour,home_team,away_team,gols_mandante,gols_visitante
1,29/03/2003,18:00,Guarani/SP,Vasco/RJ,4.0,2.0
1,29/03/2003,18:00,Atlético/PR,Grêmio/RS,2.0,0.0
1,30/03/2003,18:00,Goiás/GO,Paysandu/PA,2.0,2.0
1,30/03/2003,18:00,Corinthians/SP,Atlético/MG,0.0,3.0
1,30/03/2003,16:00,Flamengo/RJ,Coritiba/PR,1.0,1.0
1,30/03/2003,16:00,Criciúma/SC,Fluminense/RJ,2.0,0.0
1,30/03/2003,16:00,Juventude/RS,São Paulo/SP,2.0,2.0
1,30/03/2003,16:00,Fortaleza/CE,Bahia/BA,0.0,0.0
1,30/03/2003,16:00,Vitória/BA,Figueirense/SC,1.0,1.0
1,30/03/2003,16:00,Cruzeiro/MG,São Caetano/SP,2.0,2.0
1,30/03/2003,16:00,Internacional/RS,Ponte Preta/SP,1.0,1.0
1,30/03/2003,16:00,Santos/SP,Paraná/PR,2.0,2.0
1,05/04/2003,16:00,Fluminense/RJ,Fortaleza/CE,1.0,1.0
1,05/04/2003,16:00,Atlético/MG,Santos/SP,0.0,0.0
1,05/04/2003,18:00,Grêmio/RS,Guarani/SP,3.0,1.0
1,05/04/2003,16:00,Coritiba/PR,Internacional/RS,0.0,1.0
1,06/04/2003,16:00,Bahia/BA,Flamengo/RJ,1.0,2.0
1,06/04/2003,18:00,Vasco/RJ,Goiás/GO,6.0,4.0
1,06/04/2003,16:00,Figueirense/SC,Corinthians/SP,3.0,3.0
1,06/04/2003,18:00,São Paulo/SP,Cruzeiro/MG,2.0,4.0
1,06/04/2003,16:00,Paysandu/PA,Vitória/BA,1.0,2.0
1,06/04/2003,16:00,Ponte Preta/SP,Juventude/RS,1.0,0.0
1,06/04/2003,17:00,Paraná/PR,Atlético/PR,3.0,0.0
1,06/04/2003,16:00,São Caetano/SP,Criciúma/SC,3.0,2.0
1,09/04/2003,21:40,Paysandu/PA,Santos/SP,2.0,1.0
1,12/04/2003,16:00,Internacional/RS,Bahia/BA,2.0,0.0
1,12/04/2003,16:00,Atlético/PR,Atlético/MG,1.0,2.0
1,12/04/2003,16:00,Santos/SP,Figueirense/SC,2.0,0.0
1,12/04/2003,18:00,Corinthians/SP,Paysandu/PA,6.0,1.0
1,13/04/2003,18:00,Cruzeiro/MG,Ponte Preta/SP,3.0,0.0
1,13/04/2003,18:00,Flamengo/RJ,Fluminense/RJ,4.0,1.0
1,13/04/2003,16:00,Criciúma/SC,São Paulo/SP,1.0,1.0
1,13/04/2003,16:00,Vitória/BA,Vasco/RJ,2.0,1.0
1,13/04/2003,16:00,Fortaleza/CE,São Caetano/SP,1.0,1.0
1,13/04/2003,16:00,Juventude/RS,Coritiba/PR,2.0,1.0
1,13/04/2003,16:00,Guarani/SP,Paraná/PR,2.0,0.0
1,13/04/2003,16:00,Goiás/GO,Grêmio/RS,1.0,1.0
1,16/04/2003,21:40,São Caetano/SP,Flamengo/RJ,1.0,1.0
1,16/04/2003,21:40,Vasco/RJ,Corinthians/SP,2.0,2.0
1,16/04/2003,20:30,Bahia/BA,Juventude/RS,3.0,1.0
1,16/04/2003,21:40,Grêmio/RS,Vitória/BA,2.0,1.0
1,16/04/2003,21:40,Coritiba/PR,Cruzeiro/MG,3.0,4.0
1,16/04/2003,21:40,Atlético/MG,Guarani/SP,3.0,2.0
1,16/04/2003,21:40,Figueirense/SC,Atlético/PR,1.0,1.0
1,16/04/2003,21:40,Ponte Preta/SP,Criciúma/SC,1.0,1.0
1,17/04/2003,20:30,Fluminense/RJ,Internacional/RS,3.0,1.0
1,17/04/2003,20:30,Paraná/PR,Goiás/GO,3.0,1.0
1,17/04/2003,20:30,São Paulo/SP,Fortaleza/CE,3.0,1.0
1,19/04/2003,18:00,Flamengo/RJ,Santos/SP,0.0,2.0
1,19/04/2003,18:00,São Caetano/SP,Grêmio/RS,1.0,1.0
1,19/04/2003,16:00,Bahia/BA,Atlético/MG,2.0,4.0
1,20/04/2003,16:00,São Paulo/SP,Vasco/RJ,3.0,1.0
1,20/04/2003,18:00,Fluminense/RJ,Paraná/PR,0.0,0.0
1,20/04/2003,18:00,Cruzeiro/MG,Goiás/GO,4.0,1.0
1,20/04/2003,16:00,Internacional/RS,Corinthians/SP,2.0,1.0
1,20/04/2003,16:00,Ponte Preta/SP,Paysandu/PA,4.0,4.0
1,20/04/2003,16:00,Fortaleza/CE,Atlético/PR,1.0,0.0
1,20/04/2003,16:00,Juventude/RS,Vitória/BA,1.0,1.0
1,20/04/2003,16:00,Coritiba/PR,Figueirense/SC,1.0,0.0
1,20/04/2003,16:00,Criciúma/SC,Guarani/SP,1.0,0.0
1,26/04/2003,17:00,Paraná/PR,Bahia/BA,3.0,1.0
1,26/04/2003,18:00,Guarani/SP,Cruzeiro/MG,1.0,1.0
1,26/04/2003,16:00,Vitória/BA,Internacional/RS,0.0,3.0
1,26/04/2003,16:00,Atlético/MG,Coritiba/PR,1.0,2.0
1,27/04/2003,16:00,Grêmio/RS,Fluminense/RJ,0.0,1.0
1,27/04/2003,16:00,Corinthians/SP,Flamengo/RJ,1.0,1.0
1,27/04/2003,18:00,Vasco/RJ,São Caetano/SP,1.0,0.0
1,27/04/2003,16:00,Goiás/GO,Juventude/RS,7.0,0.0
1,27/04/2003,18:00,Paysandu/PA,São Paulo/SP,5.0,1.0
1,27/04/2003,16:00,Santos/SP,Fortaleza/CE,4.0,0.0
1,27/04/2003,16:00,Atlético/PR,Criciúma/SC,5.0,2.0
1,27/04/2003,16:00,Figueirense/SC,Ponte Preta/SP,0.0,0.0
1,03/05/2003,16:00,Flamengo/RJ,Vitória/BA,2.0,1.0
1,03/05/2003,16:00,Bahia/BA,Grêmio/RS,2.0,1.0
1,03/05/2003,18:00,Cruzeiro/MG,Atlético/PR,5.0,2.0
1,04/05/2003,18:00,Fluminense/RJ,Vasco/RJ,0.0,0.0
1,04/05/2003,16:00,Fortaleza/CE,Corinthians/SP,1.0,2.0
1,04/05/2003,16:00,São Paulo/SP,Figueirense/SC,3.0,2.0
1,04/05/2003,16:00,São Caetano/SP,Paysandu/PA,2.0,0.0
1,04/05/2003,16:00,Internacional/RS,Goiás/GO,2.0,1.0
1,04/05/2003,16:00,Ponte Preta/SP,Atlético/MG,2.0,1.0
1,04/05/2003,16:00,Juventude/RS,Guarani/SP,1.0,1.0
1,04/05/2003,16:00,Coritiba/PR,Paraná/PR,2.0,1.0
1,04/05/2003,18:00,Criciúma/SC,Santos/SP,1.0,3.0
1,10/05/2003,16:00,Goiás/GO,Flamengo/RJ,1.0,1.0
1,10/05/2003,18:00,Corinthians/SP,Criciúma/SC,3.0,0.0
1,10/05/2003,16:00,Santos/SP,Cruzeiro/MG,0.0,2.0
1,10/05/2003,17:00,Paraná/PR,Ponte Preta/SP,3.0,2.0
1,11/05/2003,18:00,Grêmio/RS,Coritiba/PR,1.0,0.0
1,11/05/2003,18:00,Guarani/SP,Internacional/RS,3.0,0.0
1,11/05/2003,16:00,Vasco/RJ,Bahia/BA,1.0,1.0
1,11/05/2003,16:00,Paysandu/PA,Fluminense/RJ,2.0,2.0
1,11/05/2003,16:00,Atlético/MG,São Paulo/SP,2.0,2.0
1,11/05/2003,16:00,Vitória/BA,Fortaleza/CE,2.0,1.0
1,11/05/2003,16:00,Atlético/PR,Juventude/RS,2.0,0.0
1,11/05/2003,16:00,Figueirense/SC,São Caetano/SP,3.0,0.0
1,17/05/2003,16:00,Fluminense/RJ,Figueirense/SC,3.0,0.0
1,17/05/2003,18:00,São Caetano/SP,Atlético/MG,2.0,0.0
1,17/05/2003,18:00,Juventude/RS,Santos/SP,1.0,1.0
1,18/05/2003,18:00,São Paulo/SP,Paraná/PR,2.0,0.0
1,18/05/2003,18:00,Flamengo/RJ,Guarani/SP,1.0,1.0
1,18/05/2003,16:00,Bahia/BA,Paysandu/PA,2.0,0.0
1,18/05/2003,16:00,Coritiba/PR,Vasco/RJ,1.0,1.0
1,18/05/2003,16:00,Fortaleza/CE,Goiás/GO,1.0,0.0
1,18/05/2003,16:00,Cruzeiro/MG,Corinthians/SP,1.0,1.0
1,18/05/2003,16:00,Ponte Preta/SP,Grêmio/RS,2.0,1.0
1,18/05/2003,16:00,Criciúma/SC,Vitória/BA,1.0,1.0
1,18/05/2003,16:00,Internacional/RS,Atlético/PR,1.0,1.0
1,24/05/2003,16:00,Atlético/MG,Fluminense/RJ,3.0,0.0
1,24/05/2003,16:00,Corinthians/SP,Juventude/RS,3.0,0.0
1,24/05/2003,18:00,Vasco/RJ,Ponte Preta/SP,1.0,0.0
1,24/05/2003,15:30,Paraná/PR,São Caetano/SP,1.0,1.0
1,25/05/2003,16:00,Atlético/PR,Flamengo/RJ,4.0,1.0
1,25/05/2003,16:00,Paysandu/PA,Coritiba/PR,1.0,3.0
1,25/05/2003,16:00,Goiás/GO,Criciúma/SC,0.0,2.0
1,25/05/2003,16:00,Grêmio/RS,São Paulo/SP,1.0,2.0
1,25/05/2003,16:00,Guarani/SP,Fortaleza/CE,2.0,1.0
1,25/05/2003,16:00,Figueirense/SC,Bahia/BA,1.0,0.0
1,25/05/2003,18:00,Vitória/BA,Cruzeiro/MG,2.0,1.0
1,25/05/2003,18:00,Santos/SP,Internacional/RS,2.0,1.0
1,31/05/2003,16:00,Fluminense/RJ,Atlético/PR,2.0,1.0
1,31/05/2003,18:00,Internacional/RS,Paysandu/PA,2.0,1.0
1,31/05/2003,16:00,Cruzeiro/MG,Criciúma/SC,2.0,0.0
1,31/05/2003,16:00,Coritiba/PR,Guarani/SP,3.0,2.0
1,31/05/2003,16:00,Ponte Preta/SP,São Caetano/SP,0.0,0.0
1,01/06/2003,16:00,Paraná/PR,Flamengo/RJ,6.0,2.0
1,01/06/2003,18:00,Vasco/RJ,Atlético/MG,2.0,2.0
1,01/06/2003,16:00,Bahia/BA,Goiás/GO,2.0,1.0
1,01/06/2003,18:00,Corinthians/SP,Vitória/BA,4.0,0.0
1,01/06/2003,16:00,Santos/SP,São Paulo/SP,3.0,2.0
1,01/06/2003,16:00,Fortaleza/CE,Juventude/RS,3.0,1.0
1,01/06/2003,16:00,Figueirense/SC,Grêmio/RS,2.0,1.0
1,07/06/2003,16:00,Vitória/BA,Fluminense/RJ,2.0,1.0
1,07/06/2003,16:00,Guarani/SP,Santos/SP,1.0,2.0
1,07/06/2003,16:00,Grêmio/RS,Fortaleza/CE,3.0,1.0
1,07/06/2003,18:00,Atlético/MG,Figueirense/SC,1.0,1.0
1,08/06/2003,18:00,Criciúma/SC,Internacional/RS,1.0,0.0
1,08/06/2003,16:00,Juventude/RS,Vasco/RJ,0.0,0.0
1,08/06/2003,18:00,São Paulo/SP,Bahia/BA,2.0,2.0
1,08/06/2003,16:00,Goiás/GO,Coritiba/PR,1.0,2.0
1,08/06/2003,16:00,São Caetano/SP,Corinthians/SP,1.0,0.0
1,08/06/2003,16:00,Paysandu/PA,Paraná/PR,3.0,0.0
1,08/06/2003,16:00,Atlético/PR,Ponte Preta/SP,4.0,2.0
1,14/06/2003,18:00,Coritiba/PR,Atlético/PR,2.0,0.0
1,14/06/2003,16:00,Fluminense/RJ,Goiás/GO,2.0,3.0
1,14/06/2003,16:00,Ponte Preta/SP,Guarani/SP,0.0,2.0
1,15/06/2003,18:00,Vasco/RJ,Flamengo/RJ,1.0,2.0
1,15/06/2003,18:00,Bahia/BA,Vitória/BA,2.0,1.0
1,15/06/2003,16:00,Corinthians/SP,São Paulo/SP,1.0,2.0
1,15/06/2003,16:00,Fortaleza/CE,Paysandu/PA,1.0,2.0
1,15/06/2003,16:00,Paraná/PR,Juventude/RS,1.0,2.0
1,15/06/2003,18:00,Cruzeiro/MG,Atlético/MG,0.0,0.0
1,15/06/2003,16:00,Grêmio/RS,Internacional/RS,0.0,0.0
1,15/06/2003,16:00,Santos/SP,São Caetano/SP,0.0,1.0
1,15/06/2003,16:00,Criciúma/SC,Figueirense/SC,1.0,0.0
1,18/06/2003,20:30,Flamengo/RJ,Cruzeiro/MG,3.0,0.0
1,19/06/2003,16:00,Bahia/BA,Coritiba/PR,2.0,2.0
1,21/06/2003,16:00,Vasco/RJ,Criciúma/SC,2.0,0.0
1,21/06/2003,16:00,Atlético/MG,Grêmio/RS,3.0,2.0
1,21/06/2003,18:00,São Paulo/SP,Goiás/GO,1.0,0.0
1,21/06/2003,16:00,Internacional/RS,Paraná/PR,2.0,1.0
1,22/06/2003,16:00,Paysandu/PA,Flamengo/RJ,2.0,2.0
1,22/06/2003,18:00,Fluminense/RJ,Guarani/SP,5.0,2.0
1,22/06/2003,16:00,Ponte Preta/SP,Corinthians/SP,3.0,3.0
1,22/06/2003,16:00,Figueirense/SC,Fortaleza/CE,2.0,2.0
1,22/06/2003,16:00,São Caetano/SP,Vitória/BA,2.0,1.0
1,22/06/2003,16:00,Juventude/RS,Cruzeiro/MG,0.0,1.0
1,28/06/2003,18:00,Flamengo/RJ,Figueirense/SC,0.0,2.0
1,28/06/2003,16:00,Fortaleza/CE,Vasco/RJ,0.0,1.0
1,28/06/2003,16:00,Coritiba/PR,São Caetano/SP,2.0,0.0
1,28/06/2003,16:00,Grêmio/RS,Juventude/RS,1.0,4.0
1,28/06/2003,16:00,Santos/SP,Bahia/BA,4.0,0.0
1,29/06/2003,16:00,Corinthians/SP,Fluminense/RJ,1.0,0.0
1,29/06/2003,16:00,Guarani/SP,São Paulo/SP,0.0,1.0
1,29/06/2003,16:00,Criciúma/SC,Paysandu/PA,2.0,0.0
1,29/06/2003,16:00,Vitória/BA,Atlético/PR,1.0,0.0
1,29/06/2003,18:00,Paraná/PR,Atlético/MG,1.0,1.0
1,29/06/2003,18:00,Cruzeiro/MG,Internacional/RS,3.0,2.0
1,05/07/2003,18:00,Atlético/MG,Paysandu/PA,3.0,2.0
1,05/07/2003,16:00,Vasco/RJ,Paraná/PR,1.0,4.0
1,05/07/2003,16:00,São Paulo/SP,São Caetano/SP,1.0,1.0
1,05/07/2003,16:00,Figueirense/SC,Cruzeiro/MG,1.0,0.0
1,06/07/2003,16:00,Juventude/RS,Internacional/RS,1.0,1.0
1,06/07/2003,16:00,Grêmio/RS,Flamengo/RJ,2.0,0.0
1,06/07/2003,18:00,Fluminense/RJ,Bahia/BA,1.0,0.0
1,06/07/2003,16:00,Guarani/SP,Goiás/GO,3.0,2.0
1,06/07/2003,16:00,Atlético/PR,Corinthians/SP,3.0,1.0
1,06/07/2003,16:00,Fortaleza/CE,Criciúma/SC,0.0,1.0
1,06/07/2003,16:00,Vitória/BA,Ponte Preta/SP,1.0,4.0
1,06/07/2003,18:00,Santos/SP,Coritiba/PR,3.0,1.0
1,09/07/2003,20:30,Cruzeiro/MG,Fortaleza/CE,2.0,0.0
1,09/07/2003,20:30,Bahia/BA,Guarani/SP,2.0,0.0
1,09/07/2003,20:30,São Caetano/SP,Atlético/PR,0.0,0.0
1,09/07/2003,20:30,Flamengo/RJ,Juventude/RS,2.0,1.0
1,09/07/2003,21:40,Internacional/RS,Vasco/RJ,2.0,1.0
1,09/07/2003,20:30,Goiás/GO,Vitória/BA,1.0,1.0
1,09/07/2003,21:40,Coritiba/PR,São Paulo/SP,0.0,2.0
1,09/07/2003,20:30,Paysandu/PA,Figueirense/SC,1.0,0.0
1,09/07/2003,16:00,Corinthians/SP,Santos/SP,1.0,1.0
1,10/07/2003,20:30,Paraná/PR,Grêmio/RS,3.0,1.0
1,10/07/2003,20:30,Ponte Preta/SP,Fluminense/RJ,3.0,0.0
1,10/07/2003,20:30,Criciúma/SC,Atlético/MG,1.0,0.0
1,12/07/2003,16:00,Atlético/PR,Goiás/GO,0.0,0.0
1,12/07/2003,18:00,Vasco/RJ,Paysandu/PA,0.0,2.0
1,12/07/2003,16:00,Fortaleza/CE,Internacional/RS,3.0,0.0
1,13/07/2003,18:00,Grêmio/RS,Cruzeiro/MG,0.0,1.0
1,13/07/2003,16:00,Atlético/MG,Flamengo/RJ,1.0,0.0
1,13/07/2003,16:00,Ponte Preta/SP,Bahia/BA,1.0,0.0
1,13/07/2003,18:00,Vitória/BA,Santos/SP,2.0,0.0
1,13/07/2003,16:00,Corinthians/SP,Coritiba/PR,0.0,1.0
1,13/07/2003,16:00,Criciúma/SC,Juventude/RS,3.0,0.0
1,13/07/2003,16:00,Figueirense/SC,Paraná/PR,4.0,2.0
1,13/07/2003,16:00,São Caetano/SP,Guarani/SP,0.0,2.0
1,13/07/2003,16:00,Fluminense/RJ,São Paulo/SP,1.0,3.0
1,16/07/2003,21:40,Santos/SP,Ponte Preta/SP,2.0,1.0
1,16/07/2003,20:30,Flamengo/RJ,Fortaleza/CE,0.0,2.0
1,16/07/2003,21:40,Cruzeiro/MG,Vasco/RJ,4.0,1.0
1,16/07/2003,20:30,Coritiba/PR,Fluminense/RJ,3.0,0.0
1,16/07/2003,20:30,Goiás/GO,Corinthians/SP,1.0,1.0
1,16/07/2003,20:30,Bahia/BA,São Caetano/SP,0.0,0.0
1,16/07/2003,20:30,Guarani/SP,Vitória/BA,2.0,2.0
1,16/07/2003,20:30,Internacional/RS,Atlético/MG,3.0,3.0
1,16/07/2003,20:30,Juventude/RS,Figueirense/SC,1.0,2.0
1,17/07/2003,20:30,Paysandu/PA,Grêmio/RS,1.0,1.0
1,17/07/2003,20:30,São Paulo/SP,Atlético/PR,2.0,0.0
1,19/07/2003,16:00,Fluminense/RJ,Santos/SP,1.0,4.0
1,19/07/2003,16:00,Corinthians/SP,Guarani/SP,1.0,0.0
1,19/07/2003,18:00,Internacional/RS,Figueirense/SC,3.0,0.0
1,19/07/2003,20:30,Fortaleza/CE,Atlético/MG,4.0,3.0
1,20/07/2003,16:00,Juventude/RS,Paysandu/PA,2.0,0.0
1,20/07/2003,16:00,Atlético/PR,Bahia/BA,2.0,1.0
1,20/07/2003,16:00,Cruzeiro/MG,Paraná/PR,5.0,1.0
1,20/07/2003,16:00,Ponte Preta/SP,Coritiba/PR,1.0,1.0
1,20/07/2003,16:00,Criciúma/SC,Flamengo/RJ,4.0,3.0
1,20/07/2003,16:00,Goiás/GO,São Caetano/SP,2.0,1.0
1,20/07/2003,16:00,Vitória/BA,São Paulo/SP,0.0,2.0
1,20/07/2003,18:00,Vasco/RJ,Grêmio/RS,2.0,0.0
1,23/07/2003,21:40,Figueirense/SC,Vasco/RJ,0.0,0.0
1,23/07/2003,20:30,Atlético/MG,Juventude/RS,2.0,1.0
1,23/07/2003,20:30,Guarani/SP,Atlético/PR,1.0,0.0
1,23/07/2003,21:40,Santos/SP,Goiás/GO,3.0,3.0
1,23/07/2003,21:40,Bahia/BA,Corinthians/SP,0.0,0.0
1,23/07/2003,20:30,Paraná/PR,Fortaleza/CE,4.0,1.0
1,23/07/2003,20:30,Paysandu/PA,Cruzeiro/MG,3.0,0.0
1,24/07/2003,20:30,Coritiba/PR,Vitória/BA,1.0,1.0
1,24/07/2003,20:30,São Paulo/SP,Ponte Preta/SP,1.0,2.0
1,24/07/2003,20:30,Flamengo/RJ,Internacional/RS,2.0,1.0
1,24/07/2003,20:30,São Caetano/SP,Fluminense/RJ,2.0,0.0
1,24/07/2003,20:30,Grêmio/RS,Criciúma/SC,0.0,2.0
1,26/07/2003,16:00,Santos/SP,Vasco/RJ,2.0,1.0
1,24/07/2003,16:00,Goiás/GO,Atlético/MG,1.0,1.0
1,24/07/2003,16:00,Atlético/PR,Paysandu/PA,1.0,1.0
1,27/07/2003,18:00,Internacional/RS,São Caetano/SP,0.0,0.0
1,27/07/2003,09:00,Fortaleza/CE,Ponte Preta/SP,2.0,3.0
1,27/07/2003,16:00,Cruzeiro/MG,Bahia/BA,5.0,2.0
1,27/07/2003,16:00,Vitória/BA,Paraná/PR,0.0,3.0
1,27/07/2003,16:00,Criciúma/SC,Coritiba/PR,2.0,3.0
1,27/07/2003,16:00,Guarani/SP,Figueirense/SC,3.0,0.0
1,27/07/2003,16:00,Flamengo/RJ,São Paulo/SP,1.0,1.0
1,27/07/2003,16:00,Juventude/RS,Fluminense/RJ,2.0,1.0
1,27/07/2003,16:00,Corinthians/SP,Grêmio/RS,1.0,0.0
1,30/07/2003,20:30,Atlético/PR,Santos/SP,0.0,2.0
1,30/07/2003,20:30,Goiás/GO,Ponte Preta/SP,0.0,0.0
1,31/07/2003,20:30,Paraná/PR,Criciúma/SC,2.0,1.0
1,02/08/2003,16:00,Fluminense/RJ,Cruzeiro/MG,2.0,2.0
1,02/08/2003,18:00,São Caetano/SP,Juventude/RS,1.0,1.0
1,02/08/2003,18:00,São Paulo/SP,Internacional/RS,0.0,2.0
1,02/08/2003,16:00,Grêmio/RS,Santos/SP,2.0,0.0
1,03/08/2003,16:00,Figueirense/SC,Goiás/GO,0.0,1.0
1,03/08/2003,16:00,Paraná/PR,Corinthians/SP,1.0,1.0
1,03/08/2003,16:00,Paysandu/PA,Guarani/SP,6.0,1.0
1,03/08/2003,16:00,Coritiba/PR,Fortaleza/CE,1.0,1.0
1,03/08/2003,16:00,Bahia/BA,Criciúma/SC,2.0,2.0
1,03/08/2003,16:00,Ponte Preta/SP,Flamengo/RJ,1.0,1.0
1,03/08/2003,18:00,Vasco/RJ,Atlético/PR,2.0,1.0
1,03/08/2003,18:00,Atlético/MG,Vitória/BA,1.0,0.0
2,06/08/2003,21:40,Goiás/GO,Vasco/RJ,3.0,1.0
2,06/08/2003,21:40,Santos/SP,Atlético/MG,3.0,3.0
2,06/08/2003,21:40,Cruzeiro/MG,São Paulo/SP,1.0,1.0
2,06/08/2003,20:30,Vitória/BA,Paysandu/PA,1.0,1.0
2,06/08/2003,20:30,Atlético/PR,Paraná/PR,1.0,0.0
2,06/08/2003,20:30,Criciúma/SC,São Caetano/SP,0.0,1.0
2,06/08/2003,20:30,Fortaleza/CE,Fluminense/RJ,3.0,1.0
2,06/08/2003,20:30,Juventude/RS,Ponte Preta/SP,0.0,0.0
2,07/08/2003,15:00,Internacional/RS,Coritiba/PR,1.0,0.0
2,07/08/2003,20:30,Flamengo/RJ,Bahia/BA,6.0,0.0
2,07/08/2003,20:30,Corinthians/SP,Figueirense/SC,0.0,1.0
2,07/08/2003,20:30,Guarani/SP,Grêmio/RS,2.0,0.0
2,09/08/2003,16:00,Fluminense/RJ,Criciúma/SC,1.0,1.0
2,09/08/2003,18:00,São Paulo/SP,Juventude/RS,3.0,1.0
2,09/08/2003,16:00,São Caetano/SP,Cruzeiro/MG,2.0,0.0
2,09/08/2003,16:00,Paraná/PR,Santos/SP,1.0,2.0
2,10/08/2003,18:00,Grêmio/RS,Atlético/PR,1.0,1.0
2,10/08/2003,16:00,Paysandu/PA,Goiás/GO,2.0,2.0
2,10/08/2003,16:00,Ponte Preta/SP,Internacional/RS,1.0,4.0
2,10/08/2003,16:00,Coritiba/PR,Flamengo/RJ,5.0,0.0
2,10/08/2003,18:00,Vasco/RJ,Guarani/SP,0.0,0.0
2,10/08/2003,16:00,Atlético/MG,Corinthians/SP,2.0,3.0
2,10/08/2003,16:00,Bahia/BA,Fortaleza/CE,1.0,0.0
2,10/08/2003,16:00,Figueirense/SC,Vitória/BA,1.0,2.0
2,16/08/2003,16:00,Vasco/RJ,Vitória/BA,1.0,0.0
2,16/08/2003,16:00,Bahia/BA,Internacional/RS,1.0,3.0
2,16/08/2003,18:00,Atlético/MG,Atlético/PR,1.0,2.0
2,16/08/2003,16:00,Figueirense/SC,Santos/SP,1.0,0.0
2,16/08/2003,18:00,São Paulo/SP,Criciúma/SC,0.0,0.0
2,16/08/2003,16:00,Coritiba/PR,Juventude/RS,1.0,0.0
2,17/08/2003,16:00,Paysandu/PA,Corinthians/SP,2.0,2.0
2,17/08/2003,18:00,Fluminense/RJ,Flamengo/RJ,0.0,1.0
2,17/08/2003,16:00,São Caetano/SP,Fortaleza/CE,3.0,0.0
2,17/08/2003,16:00,Ponte Preta/SP,Cruzeiro/MG,1.0,3.0
2,17/08/2003,18:00,Grêmio/RS,Goiás/GO,0.0,1.0
2,17/08/2003,16:00,Paraná/PR,Guarani/SP,0.0,0.0
2,20/08/2003,20:30,Flamengo/RJ,São Caetano/SP,1.0,0.0
2,20/08/2003,21:40,Santos/SP,Paysandu/PA,2.0,0.0
2,20/08/2003,21:40,Corinthians/SP,Vasco/RJ,0.0,0.0
2,20/08/2003,20:30,Goiás/GO,Paraná/PR,1.0,0.0
2,20/08/2003,21:40,Fortaleza/CE,São Paulo/SP,0.0,2.0
2,20/08/2003,20:30,Juventude/RS,Bahia/BA,1.0,0.0
2,20/08/2003,20:30,Cruzeiro/MG,Coritiba/PR,2.0,2.0
2,20/08/2003,20:30,Atlético/PR,Figueirense/SC,1.0,2.0
2,20/08/2003,20:30,Vitória/BA,Grêmio/RS,4.0,1.0
2,21/08/2003,15:30,Internacional/RS,Fluminense/RJ,0.0,1.0
2,21/08/2003,20:30,Criciúma/SC,Ponte Preta/SP,3.0,0.0
2,21/08/2003,20:30,Guarani/SP,Atlético/MG,2.0,2.0
2,23/08/2003,16:00,Santos/SP,Flamengo/RJ,2.0,1.0
2,23/08/2003,19:00,Grêmio/RS,São Caetano/SP,0.0,0.0
2,23/08/2003,16:00,Atlético/PR,Fortaleza/CE,3.0,1.0
2,23/08/2003,16:00,Goiás/GO,Cruzeiro/MG,1.0,0.0
2,24/08/2003,16:00,Vasco/RJ,São Paulo/SP,3.0,2.0
2,24/08/2003,16:00,Paysandu/PA,Ponte Preta/SP,3.0,2.0
2,24/08/2003,16:00,Paraná/PR,Fluminense/RJ,2.0,0.0
2,24/08/2003,18:00,Corinthians/SP,Internacional/RS,3.0,1.0
2,24/08/2003,18:00,Atlético/MG,Bahia/BA,1.0,0.0
2,24/08/2003,16:00,Vitória/BA,Juventude/RS,3.0,0.0
2,24/08/2003,16:00,Figueirense/SC,Coritiba/PR,1.0,2.0
2,24/08/2003,16:00,Guarani/SP,Criciúma/SC,1.0,0.0
2,30/08/2003,16:00,Fluminense/RJ,Grêmio/RS,2.0,0.0
2,30/08/2003,16:00,Fortaleza/CE,Santos/SP,0.0,0.0
2,30/08/2003,18:00,Cruzeiro/MG,Guarani/SP,4.0,1.0
2,30/08/2003,18:00,São Paulo/SP,Paysandu/PA,1.0,0.0
2,30/08/2003,16:00,Internacional/RS,Vitória/BA,0.0,1.0
2,31/08/2003,16:00,São Caetano/SP,Vasco/RJ,1.0,0.0
2,31/08/2003,16:00,Juventude/RS,Goiás/GO,0.0,2.0
2,31/08/2003,16:00,Flamengo/RJ,Corinthians/SP,1.0,0.0
2,31/08/2003,18:00,Coritiba/PR,Atlético/MG,2.0,2.0
2,31/08/2003,18:00,Criciúma/SC,Atlético/PR,2.0,0.0
2,31/08/2003,16:00,Ponte Preta/SP,Figueirense/SC,1.0,1.0
2,31/08/2003,16:00,Bahia/BA,Paraná/PR,4.0,2.0
2,13/09/2003,18:00,Corinthians/SP,Fortaleza/CE,2.0,0.0
2,13/09/2003,18:00,Grêmio/RS,Bahia/BA,1.0,1.0
2,13/09/2003,16:00,Santos/SP,Criciúma/SC,5.0,2.0
2,13/09/2003,16:00,Atlético/PR,Cruzeiro/MG,1.0,4.0
2,14/09/2003,16:00,Vitória/BA,Flamengo/RJ,1.0,0.0
2,14/09/2003,18:00,Vasco/RJ,Fluminense/RJ,1.0,0.0
2,14/09/2003,16:00,Goiás/GO,Internacional/RS,3.0,1.0
2,14/09/2003,16:00,Figueirense/SC,São Paulo/SP,2.0,2.0
2,14/09/2003,18:00,Atlético/MG,Ponte Preta/SP,2.0,0.0
2,14/09/2003,16:00,Paysandu/PA,São Caetano/SP,1.0,0.0
2,14/09/2003,16:00,Guarani/SP,Juventude/RS,2.0,0.0
2,14/09/2003,16:00,Paraná/PR,Coritiba/PR,2.0,3.0
2,20/09/2003,18:00,Fluminense/RJ,Paysandu/PA,1.0,1.0
